# [1]Time, [2]BOXMass, [3]MASStest,                       [4]TE_term, [5]KE_term, [6]CR_term, [7]ENGYtest

0.0000000e+00	3.6000000e-01 1.000000000e+00	9.0900000e-01 0.0000000e+00 9.9000000e-01 1.000000000e+00

9.4113437e-05	3.6000000e-01 1.000000000e+00	9.0898476e-01 6.2478396e-05 9.8995276e-01 1.000000000e+00

1.8340995e-04	3.6000000e-01 1.000000000e+00	9.0890946e-01 1.8690538e-04 9.8990363e-01 1.000000000e+00

2.9538966e-04	3.6000000e-01 1.000000000e+00	9.0877669e-01 3.8658344e-04 9.8983672e-01 1.000000000e+00

3.9316695e-04	3.6000000e-01 1.000000000e+00	9.0864527e-01 5.7992436e-04 9.8977481e-01 1.000000000e+00

4.7573411e-04	3.6000000e-01 1.000000000e+00	9.0853164e-01 7.4707989e-04 9.8972128e-01 1.000000000e+00

5.7564038e-04	3.6000000e-01 1.000000000e+00	9.0839676e-01 9.4632681e-04 9.8965691e-01 1.000000000e+00

6.9652696e-04	3.6000000e-01 1.000000000e+00	9.0823577e-01 1.1838105e-03 9.8958042e-01 1.000000000e+00

7.6618065e-04	3.6000000e-01 1.000000000e+00	9.0814368e-01 1.3191313e-03 9.8953718e-01 1.000000000e+00

8.4279972e-04	3.6000000e-01 1.000000000e+00	9.0804262e-01 1.4666657e-03 9.8949072e-01 1.000000000e+00

9.2708069e-04	3.6000000e-01 1.000000000e+00	9.0792955e-01 1.6305924e-03 9.8943985e-01 1.000000000e+00

1.0197898e-03	3.6000000e-01 1.000000000e+00	9.0780549e-01 1.8102118e-03 9.8938430e-01 1.000000000e+00

1.1176787e-03	3.6000000e-01 1.000000000e+00	9.0767511e-01 1.9985016e-03 9.8932639e-01 1.000000000e+00

1.2159569e-03	3.6000000e-01 1.000000000e+00	9.0754336e-01 2.1890045e-03 9.8926763e-01 1.000000000e+00

1.3152823e-03	3.6000000e-01 1.000000000e+00	9.0741176e-01 2.3794017e-03 9.8920884e-01 1.000000000e+00

1.4156889e-03	3.6000000e-01 1.000000000e+00	9.0727693e-01 2.5741246e-03 9.8914895e-01 1.000000000e+00

1.5165860e-03	3.6000000e-01 1.000000000e+00	9.0714222e-01 2.7690140e-03 9.8908876e-01 1.000000000e+00

1.6184664e-03	3.6000000e-01 1.000000000e+00	9.0700530e-01 2.9665049e-03 9.8902819e-01 1.000000000e+00

1.7209644e-03	3.6000000e-01 1.000000000e+00	9.0686682e-01 3.1665294e-03 9.8896665e-01 1.000000000e+00

1.8238651e-03	3.6000000e-01 1.000000000e+00	9.0672843e-01 3.3660212e-03 9.8890555e-01 1.000000000e+00

1.9267697e-03	3.6000000e-01 1.000000000e+00	9.0658827e-01 3.5679317e-03 9.8884380e-01 1.000000000e+00

2.0294344e-03	3.6000000e-01 1.000000000e+00	9.0644951e-01 3.7677150e-03 9.8878278e-01 1.000000000e+00

2.1319638e-03	3.6000000e-01 1.000000000e+00	9.0630948e-01 3.9687905e-03 9.8872172e-01 1.000000000e+00

2.2341912e-03	3.6000000e-01 1.000000000e+00	9.0617016e-01 4.1690790e-03 9.8866076e-01 1.000000000e+00

2.3363455e-03	3.6000000e-01 1.000000000e+00	9.0603080e-01 4.3688005e-03 9.8860040e-01 1.000000000e+00

2.4385625e-03	3.6000000e-01 1.000000000e+00	9.0589021e-01 4.5703474e-03 9.8853944e-01 1.000000000e+00

2.5408774e-03	3.6000000e-01 1.000000000e+00	9.0575045e-01 4.7703881e-03 9.8847916e-01 1.000000000e+00

2.6433235e-03	3.6000000e-01 1.000000000e+00	9.0560907e-01 4.9724255e-03 9.8841850e-01 1.000000000e+00

2.7458892e-03	3.6000000e-01 1.000000000e+00	9.0546814e-01 5.1739601e-03 9.8835790e-01 1.000000000e+00

2.8486242e-03	3.6000000e-01 1.000000000e+00	9.0532658e-01 5.3758457e-03 9.8829757e-01 1.000000000e+00

2.9514511e-03	3.6000000e-01 1.000000000e+00	9.0518414e-01 5.5791628e-03 9.8823670e-01 1.000000000e+00

3.0543230e-03	3.6000000e-01 1.000000000e+00	9.0504244e-01 5.7810017e-03 9.8817655e-01 1.000000000e+00

3.1572265e-03	3.6000000e-01 1.000000000e+00	9.0489943e-01 5.9845740e-03 9.8811599e-01 1.000000000e+00

3.2601727e-03	3.6000000e-01 1.000000000e+00	9.0475710e-01 6.1872299e-03 9.8805567e-01 1.000000000e+00

3.3631710e-03	3.6000000e-01 1.000000000e+00	9.0461424e-01 6.3902019e-03 9.8799555e-01 1.000000000e+00

3.4662018e-03	3.6000000e-01 1.000000000e+00	9.0447089e-01 6.5941458e-03 9.8793497e-01 1.000000000e+00

3.5692958e-03	3.6000000e-01 1.000000000e+00	9.0432816e-01 6.7967638e-03 9.8787508e-01 1.000000000e+00

3.6724523e-03	3.6000000e-01 1.000000000e+00	9.0418426e-01 7.0010664e-03 9.8781467e-01 1.000000000e+00

3.7756465e-03	3.6000000e-01 1.000000000e+00	9.0404112e-01 7.2043310e-03 9.8775455e-01 1.000000000e+00

3.8788540e-03	3.6000000e-01 1.000000000e+00	9.0389749e-01 7.4079601e-03 9.8769455e-01 1.000000000e+00

3.9820877e-03	3.6000000e-01 1.000000000e+00	9.0375359e-01 7.6123158e-03 9.8763410e-01 1.000000000e+00

4.0853194e-03	3.6000000e-01 1.000000000e+00	9.0361034e-01 7.8153407e-03 9.8757432e-01 1.000000000e+00

4.1885524e-03	3.6000000e-01 1.000000000e+00	9.0346614e-01 8.0198645e-03 9.8751400e-01 1.000000000e+00

4.2918063e-03	3.6000000e-01 1.000000000e+00	9.0332275e-01 8.2232414e-03 9.8745401e-01 1.000000000e+00

4.3950516e-03	3.6000000e-01 1.000000000e+00	9.0317891e-01 8.4270522e-03 9.8739403e-01 1.000000000e+00

4.4982778e-03	3.6000000e-01 1.000000000e+00	9.0303501e-01 8.6313229e-03 9.8733367e-01 1.000000000e+00

4.6015079e-03	3.6000000e-01 1.000000000e+00	9.0289170e-01 8.8343905e-03 9.8727391e-01 1.000000000e+00

4.7047581e-03	3.6000000e-01 1.000000000e+00	9.0274749e-01 9.0389497e-03 9.8721356e-01 1.000000000e+00

4.8080088e-03	3.6000000e-01 1.000000000e+00	9.0260417e-01 9.2422428e-03 9.8715358e-01 1.000000000e+00

4.9112559e-03	3.6000000e-01 1.000000000e+00	9.0246039e-01 9.4460929e-03 9.8709352e-01 1.000000000e+00

5.0145099e-03	3.6000000e-01 1.000000000e+00	9.0231661e-01 9.6503040e-03 9.8703309e-01 1.000000000e+00

5.1177925e-03	3.6000000e-01 1.000000000e+00	9.0217332e-01 9.8534782e-03 9.8697320e-01 1.000000000e+00

5.2210830e-03	3.6000000e-01 1.000000000e+00	9.0202923e-01 1.0058083e-02 9.8691269e-01 1.000000000e+00

5.3243794e-03	3.6000000e-01 1.000000000e+00	9.0188606e-01 1.0261356e-02 9.8685259e-01 1.000000000e+00

5.4276876e-03	3.6000000e-01 1.000000000e+00	9.0174234e-01 1.0465357e-02 9.8679230e-01 1.000000000e+00

5.5310110e-03	3.6000000e-01 1.000000000e+00	9.0159872e-01 1.0669574e-02 9.8673171e-01 1.000000000e+00

5.6343529e-03	3.6000000e-01 1.000000000e+00	9.0145554e-01 1.0872868e-02 9.8667159e-01 1.000000000e+00

5.7377058e-03	3.6000000e-01 1.000000000e+00	9.0131160e-01 1.1077560e-02 9.8661085e-01 1.000000000e+00

5.8410712e-03	3.6000000e-01 1.000000000e+00	9.0116860e-01 1.1280861e-02 9.8655054e-01 1.000000000e+00

5.9444559e-03	3.6000000e-01 1.000000000e+00	9.0102496e-01 1.1485070e-02 9.8648997e-01 1.000000000e+00

6.0478572e-03	3.6000000e-01 1.000000000e+00	9.0088154e-01 1.1689298e-02 9.8642916e-01 1.000000000e+00

6.1512694e-03	3.6000000e-01 1.000000000e+00	9.0073849e-01 1.1892756e-02 9.8636876e-01 1.000000000e+00

6.2546979e-03	3.6000000e-01 1.000000000e+00	9.0059469e-01 1.2097572e-02 9.8630773e-01 1.000000000e+00

6.3581441e-03	3.6000000e-01 1.000000000e+00	9.0045186e-01 1.2300947e-02 9.8624719e-01 1.000000000e+00

6.4616056e-03	3.6000000e-01 1.000000000e+00	9.0030832e-01 1.2505386e-02 9.8618630e-01 1.000000000e+00

6.5650758e-03	3.6000000e-01 1.000000000e+00	9.0016514e-01 1.2709603e-02 9.8612526e-01 1.000000000e+00

6.6685562e-03	3.6000000e-01 1.000000000e+00	9.0002220e-01 1.2913259e-02 9.8606454e-01 1.000000000e+00

6.7720461e-03	3.6000000e-01 1.000000000e+00	8.9987858e-01 1.3118177e-02 9.8600324e-01 1.000000000e+00

6.8755439e-03	3.6000000e-01 1.000000000e+00	8.9973596e-01 1.3321596e-02 9.8594245e-01 1.000000000e+00

6.9790466e-03	3.6000000e-01 1.000000000e+00	8.9959255e-01 1.3526208e-02 9.8588125e-01 1.000000000e+00

7.0825545e-03	3.6000000e-01 1.000000000e+00	8.9944964e-01 1.3730361e-02 9.8582000e-01 1.000000000e+00

7.1860671e-03	3.6000000e-01 1.000000000e+00	8.9930684e-01 1.3934180e-02 9.8575898e-01 1.000000000e+00

7.2895814e-03	3.6000000e-01 1.000000000e+00	8.9916346e-01 1.4139110e-02 9.8569743e-01 1.000000000e+00

7.3930978e-03	3.6000000e-01 1.000000000e+00	8.9902106e-01 1.4342540e-02 9.8563640e-01 1.000000000e+00

7.4966187e-03	3.6000000e-01 1.000000000e+00	8.9887780e-01 1.4547292e-02 9.8557491e-01 1.000000000e+00

7.6001414e-03	3.6000000e-01 1.000000000e+00	8.9873517e-01 1.4751343e-02 9.8551348e-01 1.000000000e+00

7.7036675e-03	3.6000000e-01 1.000000000e+00	8.9859252e-01 1.4955303e-02 9.8545218e-01 1.000000000e+00

7.8071969e-03	3.6000000e-01 1.000000000e+00	8.9844939e-01 1.5160214e-02 9.8539040e-01 1.000000000e+00

7.9107303e-03	3.6000000e-01 1.000000000e+00	8.9830717e-01 1.5363685e-02 9.8532914e-01 1.000000000e+00

8.0142684e-03	3.6000000e-01 1.000000000e+00	8.9816405e-01 1.5568568e-02 9.8526739e-01 1.000000000e+00

8.1178110e-03	3.6000000e-01 1.000000000e+00	8.9802168e-01 1.5772537e-02 9.8520579e-01 1.000000000e+00

8.2213577e-03	3.6000000e-01 1.000000000e+00	8.9787912e-01 1.5976664e-02 9.8514422e-01 1.000000000e+00

8.3249086e-03	3.6000000e-01 1.000000000e+00	8.9773621e-01 1.6181554e-02 9.8508223e-01 1.000000000e+00

8.4284644e-03	3.6000000e-01 1.000000000e+00	8.9759414e-01 1.6385103e-02 9.8502076e-01 1.000000000e+00

8.5320282e-03	3.6000000e-01 1.000000000e+00	8.9745112e-01 1.6590120e-02 9.8495876e-01 1.000000000e+00

8.6355957e-03	3.6000000e-01 1.000000000e+00	8.9730896e-01 1.6794031e-02 9.8489701e-01 1.000000000e+00

8.7391673e-03	3.6000000e-01 1.000000000e+00	8.9716646e-01 1.6998343e-02 9.8483519e-01 1.000000000e+00

8.8427464e-03	3.6000000e-01 1.000000000e+00	8.9702375e-01 1.7203207e-02 9.8477304e-01 1.000000000e+00

8.9463322e-03	3.6000000e-01 1.000000000e+00	8.9688176e-01 1.7406875e-02 9.8471136e-01 1.000000000e+00

9.0499213e-03	3.6000000e-01 1.000000000e+00	8.9673883e-01 1.7612012e-02 9.8464916e-01 1.000000000e+00

9.1535153e-03	3.6000000e-01 1.000000000e+00	8.9659683e-01 1.7815887e-02 9.8458728e-01 1.000000000e+00

9.2571155e-03	3.6000000e-01 1.000000000e+00	8.9645435e-01 1.8020398e-02 9.8452525e-01 1.000000000e+00

9.3607217e-03	3.6000000e-01 1.000000000e+00	8.9631180e-01 1.8225224e-02 9.8446297e-01 1.000000000e+00

9.4643310e-03	3.6000000e-01 1.000000000e+00	8.9616985e-01 1.8429023e-02 9.8440113e-01 1.000000000e+00

9.5679444e-03	3.6000000e-01 1.000000000e+00	8.9602698e-01 1.8634262e-02 9.8433876e-01 1.000000000e+00

9.6715635e-03	3.6000000e-01 1.000000000e+00	8.9588509e-01 1.8838122e-02 9.8427679e-01 1.000000000e+00

9.7751866e-03	3.6000000e-01 1.000000000e+00	8.9574258e-01 1.9042820e-02 9.8421460e-01 1.000000000e+00

9.8788121e-03	3.6000000e-01 1.000000000e+00	8.9560017e-01 1.9247583e-02 9.8415224e-01 1.000000000e+00

9.9824406e-03	3.6000000e-01 1.000000000e+00	8.9545821e-01 1.9451518e-02 9.8409027e-01 1.000000000e+00

1.0086073e-02	3.6000000e-01 1.000000000e+00	8.9531539e-01 1.9656823e-02 9.8402779e-01 1.000000000e+00

1.0189709e-02	3.6000000e-01 1.000000000e+00	8.9517357e-01 1.9860668e-02 9.8396576e-01 1.000000000e+00

1.0293347e-02	3.6000000e-01 1.000000000e+00	8.9503102e-01 2.0065522e-02 9.8390346e-01 1.000000000e+00

1.0396989e-02	3.6000000e-01 1.000000000e+00	8.9488872e-01 2.0270201e-02 9.8384108e-01 1.000000000e+00

1.0500634e-02	3.6000000e-01 1.000000000e+00	8.9474672e-01 2.0474266e-02 9.8377902e-01 1.000000000e+00

1.0604281e-02	3.6000000e-01 1.000000000e+00	8.9460394e-01 2.0679596e-02 9.8371647e-01 1.000000000e+00

1.0707930e-02	3.6000000e-01 1.000000000e+00	8.9446214e-01 2.0883424e-02 9.8365443e-01 1.000000000e+00

1.0811581e-02	3.6000000e-01 1.000000000e+00	8.9431953e-01 2.1088412e-02 9.8359205e-01 1.000000000e+00

1.0915237e-02	3.6000000e-01 1.000000000e+00	8.9417732e-01 2.1292988e-02 9.8352969e-01 1.000000000e+00

1.1018894e-02	3.6000000e-01 1.000000000e+00	8.9403525e-01 2.1497171e-02 9.8346758e-01 1.000000000e+00

1.1122554e-02	3.6000000e-01 1.000000000e+00	8.9389249e-01 2.1702493e-02 9.8340502e-01 1.000000000e+00

1.1226217e-02	3.6000000e-01 1.000000000e+00	8.9375069e-01 2.1906318e-02 9.8334299e-01 1.000000000e+00

1.1329885e-02	3.6000000e-01 1.000000000e+00	8.9360799e-01 2.2111428e-02 9.8328058e-01 1.000000000e+00

1.1433553e-02	3.6000000e-01 1.000000000e+00	8.9346584e-01 2.2315885e-02 9.8321828e-01 1.000000000e+00

1.1537223e-02	3.6000000e-01 1.000000000e+00	8.9332366e-01 2.2520192e-02 9.8315615e-01 1.000000000e+00

1.1640897e-02	3.6000000e-01 1.000000000e+00	8.9318092e-01 2.2725478e-02 9.8309360e-01 1.000000000e+00

1.1744574e-02	3.6000000e-01 1.000000000e+00	8.9303906e-01 2.2929315e-02 9.8303162e-01 1.000000000e+00

1.1848252e-02	3.6000000e-01 1.000000000e+00	8.9289627e-01 2.3134521e-02 9.8296921e-01 1.000000000e+00

1.1951933e-02	3.6000000e-01 1.000000000e+00	8.9275415e-01 2.3338860e-02 9.8290699e-01 1.000000000e+00

1.2055618e-02	3.6000000e-01 1.000000000e+00	8.9261183e-01 2.3543298e-02 9.8284487e-01 1.000000000e+00

1.2159305e-02	3.6000000e-01 1.000000000e+00	8.9246909e-01 2.3748527e-02 9.8278238e-01 1.000000000e+00

1.2262994e-02	3.6000000e-01 1.000000000e+00	8.9232715e-01 2.3952392e-02 9.8272046e-01 1.000000000e+00

1.2366685e-02	3.6000000e-01 1.000000000e+00	8.9218425e-01 2.4157686e-02 9.8265806e-01 1.000000000e+00

1.2470380e-02	3.6000000e-01 1.000000000e+00	8.9204212e-01 2.4361916e-02 9.8259596e-01 1.000000000e+00

1.2574076e-02	3.6000000e-01 1.000000000e+00	8.9189965e-01 2.4566491e-02 9.8253386e-01 1.000000000e+00

1.2677775e-02	3.6000000e-01 1.000000000e+00	8.9175690e-01 2.4771638e-02 9.8247146e-01 1.000000000e+00

1.2781476e-02	3.6000000e-01 1.000000000e+00	8.9161484e-01 2.4975558e-02 9.8240960e-01 1.000000000e+00

1.2885182e-02	3.6000000e-01 1.000000000e+00	8.9147182e-01 2.5180929e-02 9.8234725e-01 1.000000000e+00

1.2988888e-02	3.6000000e-01 1.000000000e+00	8.9132967e-01 2.5385060e-02 9.8228527e-01 1.000000000e+00

1.3092596e-02	3.6000000e-01 1.000000000e+00	8.9118701e-01 2.5589779e-02 9.8222321e-01 1.000000000e+00

1.3196307e-02	3.6000000e-01 1.000000000e+00	8.9104425e-01 2.5794829e-02 9.8216092e-01 1.000000000e+00

1.3300022e-02	3.6000000e-01 1.000000000e+00	8.9090204e-01 2.5998831e-02 9.8209912e-01 1.000000000e+00

1.3403737e-02	3.6000000e-01 1.000000000e+00	8.9075891e-01 2.6204258e-02 9.8203683e-01 1.000000000e+00

1.3507454e-02	3.6000000e-01 1.000000000e+00	8.9061670e-01 2.6408312e-02 9.8197499e-01 1.000000000e+00

1.3611174e-02	3.6000000e-01 1.000000000e+00	8.9047386e-01 2.6613179e-02 9.8191297e-01 1.000000000e+00

1.3714898e-02	3.6000000e-01 1.000000000e+00	8.9033108e-01 2.6818124e-02 9.8185080e-01 1.000000000e+00

1.3818621e-02	3.6000000e-01 1.000000000e+00	8.9018871e-01 2.7022223e-02 9.8178907e-01 1.000000000e+00

1.3922348e-02	3.6000000e-01 1.000000000e+00	8.9004547e-01 2.7227690e-02 9.8172684e-01 1.000000000e+00

1.4026076e-02	3.6000000e-01 1.000000000e+00	8.8990319e-01 2.7431692e-02 9.8166512e-01 1.000000000e+00

1.4129808e-02	3.6000000e-01 1.000000000e+00	8.8976015e-01 2.7636708e-02 9.8160315e-01 1.000000000e+00

1.4233540e-02	3.6000000e-01 1.000000000e+00	8.8961735e-01 2.7841533e-02 9.8154111e-01 1.000000000e+00

1.4337274e-02	3.6000000e-01 1.000000000e+00	8.8947480e-01 2.8045754e-02 9.8147945e-01 1.000000000e+00

1.4441011e-02	3.6000000e-01 1.000000000e+00	8.8933148e-01 2.8251237e-02 9.8141729e-01 1.000000000e+00

1.4544749e-02	3.6000000e-01 1.000000000e+00	8.8918910e-01 2.8455214e-02 9.8135569e-01 1.000000000e+00

1.4648489e-02	3.6000000e-01 1.000000000e+00	8.8904587e-01 2.8660368e-02 9.8129376e-01 1.000000000e+00

1.4752231e-02	3.6000000e-01 1.000000000e+00	8.8890306e-01 2.8865075e-02 9.8123187e-01 1.000000000e+00

1.4855976e-02	3.6000000e-01 1.000000000e+00	8.8876032e-01 2.9069433e-02 9.8117025e-01 1.000000000e+00

1.4959721e-02	3.6000000e-01 1.000000000e+00	8.8861693e-01 2.9274906e-02 9.8110817e-01 1.000000000e+00

1.5063467e-02	3.6000000e-01 1.000000000e+00	8.8847444e-01 2.9478883e-02 9.8104668e-01 1.000000000e+00

1.5167216e-02	3.6000000e-01 1.000000000e+00	8.8833104e-01 2.9684168e-02 9.8098479e-01 1.000000000e+00

1.5270967e-02	3.6000000e-01 1.000000000e+00	8.8818821e-01 2.9888762e-02 9.8092303e-01 1.000000000e+00

1.5374719e-02	3.6000000e-01 1.000000000e+00	8.8804528e-01 3.0093259e-02 9.8086146e-01 1.000000000e+00

1.5478472e-02	3.6000000e-01 1.000000000e+00	8.8790185e-01 3.0298699e-02 9.8079945e-01 1.000000000e+00

1.5582228e-02	3.6000000e-01 1.000000000e+00	8.8775924e-01 3.0502706e-02 9.8073805e-01 1.000000000e+00

1.5685986e-02	3.6000000e-01 1.000000000e+00	8.8761570e-01 3.0708110e-02 9.8067619e-01 1.000000000e+00

1.5789743e-02	3.6000000e-01 1.000000000e+00	8.8747284e-01 3.0912592e-02 9.8061456e-01 1.000000000e+00

1.5893502e-02	3.6000000e-01 1.000000000e+00	8.8732974e-01 3.1117237e-02 9.8055302e-01 1.000000000e+00

1.5997263e-02	3.6000000e-01 1.000000000e+00	8.8718628e-01 3.1322622e-02 9.8049110e-01 1.000000000e+00

1.6101026e-02	3.6000000e-01 1.000000000e+00	8.8704356e-01 3.1526680e-02 9.8042976e-01 1.000000000e+00

1.6204789e-02	3.6000000e-01 1.000000000e+00	8.8689989e-01 3.1732176e-02 9.8036793e-01 1.000000000e+00

1.6308553e-02	3.6000000e-01 1.000000000e+00	8.8675702e-01 3.1936563e-02 9.8030641e-01 1.000000000e+00

1.6412321e-02	3.6000000e-01 1.000000000e+00	8.8661376e-01 3.2141359e-02 9.8024488e-01 1.000000000e+00

1.6516088e-02	3.6000000e-01 1.000000000e+00	8.8647029e-01 3.2346671e-02 9.8018304e-01 1.000000000e+00

1.6619855e-02	3.6000000e-01 1.000000000e+00	8.8632746e-01 3.2550794e-02 9.8012174e-01 1.000000000e+00

1.6723624e-02	3.6000000e-01 1.000000000e+00	8.8618371e-01 3.2756366e-02 9.8005993e-01 1.000000000e+00

1.6827396e-02	3.6000000e-01 1.000000000e+00	8.8604082e-01 3.2960671e-02 9.7999851e-01 1.000000000e+00

